id,original_title,cast,crew,genres,keywords,overview,vote_count,vote_average,popularity,director
297761,Suicide Squad,[],"['Charles Roven', 'Mary Vernieu', 'Oliver Scholl']",[],[],"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",7458,5.9,90.23792,David Ayer
2698,Evan Almighty,[],"['Tom Hanks', 'Linda DeScenna', 'John Debney']",[],[],God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,1151,5.3,27.082182,Tom Shadyac
137113,Edge of Tomorrow,[],"['Lucinda Syson', 'Dion Beebe', 'Erwin Stoff']",[],[],"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",4858,7.6,79.456485,Doug Liman
9804,Waterworld,[],"['Gene Levy', 'John Dexter', 'Nancy Haigh']",[],[],"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",992,5.9,44.640292,Kevin Reynolds
14869,G.I. Joe: The Rise of Cobra,[],"['Alan Silvestri', 'Stuart Beattie', 'Ronna Kress']",[],[],"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",1962,5.6,32.852443,Stephen Sommers
150540,Inside Out,[],"['Andrew Stanton', 'Bob Peterson', 'John Lasseter']",[],[],"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",6560,8.0,128.65596399999998,Pete Docter
278927,The Jungle Book,[],"['John Debney', 'Sarah Finn', 'Mark Livolsi']",[],[],"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",2892,6.7,94.199316,Jon Favreau
10138,Iron Man 2,[],"['Justin Theroux', 'John Debney', 'Sarah Finn']",[],[],"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",6849,6.6,77.30019399999999,Jon Favreau
58595,Snow White and the Huntsman,[],"['Sarah Bradshaw', 'Sarah Bradshaw', 'Sam Mercer']",[],[],"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",3118,5.8,77.178973,Rupert Sanders
102651,Maleficent,[],"['Sarah Bradshaw', 'James Newton Howard', 'Dean Semler']",[],[],"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",4496,7.0,110.620647,Robert Stromberg
119450,Dawn of the Planet of the Apes,[],"['Kevin Mangan', 'Debra Zane', 'Doug Jackson']",[],[],"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",4410,7.3,243.79174300000005,Matt Reeves
79698,The Lovers,[],"['Terry Ryan', 'Uma Da Cunha', 'Richard Conway']",[],[],"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",34,4.8,2.418535,Roland Joffé
64686,47 Ronin,[],"['Eric McLeod', 'Denise Chamian', 'John Mathieson']",[],[],"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",1326,5.9,41.796339,Carl Rinsch
100402,Captain America: The Winter Soldier,[],"['Sarah Finn', 'Beat Frutiger', 'Christopher Markus']",[],[],"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",5764,7.6,72.22526500000001,Anthony Russo
10192,Shrek Forever After,[],"['William Steig', 'Mike Mitchell', 'Josh Klausner']",[],[],"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",1959,6.0,44.041186,Mike Mitchell
158852,Tomorrowland,[],"['Craig Wood', 'Walter Murch', 'Gary Rydstrom']",[],[],"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2846,6.2,130.311355,Brad Bird
177572,Big Hero 6,[],"['John Lasseter', 'Robert Richardson', 'Mark Henley']",[],[],"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",6135,7.8,203.73459,Chris Williams
82690,Wreck-It Ralph,[],"['John Lasseter', 'Mark Henley', 'John C. Reilly']",[],[],"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",4570,7.1,62.341073,Rich Moore
5255,The Polar Express,[],"['Alan Silvestri', 'Alan Silvestri', 'Robert Zemeckis']",[],[],"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",1474,6.4,47.323228,Robert Zemeckis
47933,Independence Day: Resurgence,[],"['John Papsidera', 'Jay Hart', 'Harald Kloser']",[],[],"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2491,4.9,48.775723,Roland Emmerich
10191,How to Train Your Dragon,[],"['John Powell', 'Bonnie Arnold', 'Maryann Brandon']",[],[],"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",4227,7.5,67.263269,Chris Sanders
296,Terminator 3: Rise of the Machines,[],"['Don Burgess', 'Gale Anne Hurd', 'Gale Anne Hurd']",[],[],"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2143,5.9,69.405188,Jonathan Mostow
118340,Guardians of the Galaxy,[],"['Craig Wood', 'Christopher Boyes', 'Christopher Boyes']",[],[],"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",9742,7.9,481.098624,James Gunn
